lr-AdamW,created_at,train/loss_simple_step,train/loss_vlb_step,train/loss_step,global_step,epoch,val/loss_simple,val/loss_vlb,val/loss,val/loss_simple_ema,val/loss_vlb_ema,val/loss_ema,train/loss_simple_epoch,train/loss_vlb_epoch,train/loss_epoch
,2022-12-07 22:23:47.539537,0.20414486527442932,0.0023956112563610077,0.20414486527442932,5999.0,1.0,,,,,,,,,
0.0004,2022-12-07 22:26:58.722950,,,,,,,,,,,,,,
,2022-12-07 22:26:59.711358,0.233246311545372,0.0011240639723837376,0.233246311545372,6049.0,1.0,,,,,,,,,
0.0004,2022-12-07 22:27:48.109736,,,,,,,,,,,,,,
,2022-12-07 22:27:49.098485,0.15384319424629211,0.0006224992102943361,0.15384319424629211,6099.0,1.0,,,,,,,,,
0.0004,2022-12-07 22:28:37.518749,,,,,,,,,,,,,,
,2022-12-07 22:28:38.502040,0.2769662141799927,0.0016471948474645615,0.2769662141799927,6149.0,1.0,,,,,,,,,
0.0004,2022-12-07 22:29:26.931194,,,,,,,,,,,,,,
,2022-12-07 22:29:27.919271,0.19116689264774323,0.0023432872258126736,0.19116689264774323,6199.0,1.0,,,,,,,,,
0.0004,2022-12-07 22:30:16.355329,,,,,,,,,,,,,,
,2022-12-07 22:30:17.336842,0.0910826027393341,0.00031279929680749774,0.0910826027393341,6249.0,1.0,,,,,,,,,
0.0004,2022-12-07 22:31:05.750199,,,,,,,,,,,,,,
,2022-12-07 22:31:06.734759,0.14220352470874786,0.0008492701454088092,0.14220352470874786,6299.0,1.0,,,,,,,,,
0.0004,2022-12-07 22:31:55.183734,,,,,,,,,,,,,,
,2022-12-07 22:31:56.169927,0.1569730043411255,0.0005957833491265774,0.1569730043411255,6349.0,1.0,,,,,,,,,
0.0004,2022-12-07 22:32:44.611490,,,,,,,,,,,,,,
,2022-12-07 22:32:45.596355,0.2539987862110138,0.0037908826489001513,0.2539987862110138,6399.0,1.0,,,,,,,,,
0.0004,2022-12-07 22:33:34.009710,,,,,,,,,,,,,,
,2022-12-07 22:33:34.999431,0.16178777813911438,0.0009218300692737103,0.16178777813911438,6449.0,1.0,,,,,,,,,
0.0004,2022-12-07 22:34:23.440729,,,,,,,,,,,,,,
,2022-12-07 22:34:25.123829,0.04955754801630974,0.00018492681556381285,0.04955754801630974,6499.0,1.0,,,,,,,,,
0.0004,2022-12-07 22:37:36.242459,,,,,,,,,,,,,,
,2022-12-07 22:37:37.227559,0.28063100576400757,0.0016377783613279462,0.28063100576400757,6549.0,1.0,,,,,,,,,
0.0004,2022-12-07 22:38:25.600711,,,,,,,,,,,,,,
,2022-12-07 22:38:26.584576,0.0589614063501358,0.00021292790188454092,0.0589614063501358,6599.0,1.0,,,,,,,,,
0.0004,2022-12-07 22:39:14.945949,,,,,,,,,,,,,,
,2022-12-07 22:39:15.932581,0.1724560260772705,0.0007527346024289727,0.1724560260772705,6649.0,1.0,,,,,,,,,
0.0004,2022-12-07 22:40:04.375734,,,,,,,,,,,,,,
,2022-12-07 22:40:05.360273,0.2950912117958069,0.0017722961492836475,0.2950912117958069,6699.0,1.0,,,,,,,,,
0.0004,2022-12-07 22:40:53.690810,,,,,,,,,,,,,,
,2022-12-07 22:40:54.675223,0.18457145988941193,0.002326696179807186,0.18457145988941193,6749.0,1.0,,,,,,,,,
0.0004,2022-12-07 22:41:43.004698,,,,,,,,,,,,,,
,2022-12-07 22:41:43.983804,0.04997291415929794,0.0001809088425943628,0.04997291415929794,6799.0,1.0,,,,,,,,,
0.0004,2022-12-07 22:42:32.332163,,,,,,,,,,,,,,
