lr-AdamW,created_at,train/loss_simple_step,train/loss_vlb_step,train/loss_step,global_step,epoch,val/loss_simple,val/loss_vlb,val/loss,val/loss_simple_ema,val/loss_vlb_ema,val/loss_ema,train/loss_simple_epoch,train/loss_vlb_epoch,train/loss_epoch
,2022-12-07 22:42:33.314786,0.055581893771886826,0.00020935956854373217,0.055581893771886826,6849.0,1.0,,,,,,,,,
0.0004,2022-12-07 22:43:21.649621,,,,,,,,,,,,,,
,2022-12-07 22:43:22.629395,0.2334459125995636,0.0010780423181131482,0.2334459125995636,6899.0,1.0,,,,,,,,,
0.0004,2022-12-07 22:44:10.970868,,,,,,,,,,,,,,
,2022-12-07 22:44:11.955457,0.2781490683555603,0.02901300974190235,0.2781490683555603,6949.0,1.0,,,,,,,,,
0.0004,2022-12-07 22:45:00.295988,,,,,,,,,,,,,,
,2022-12-07 22:45:01.973363,0.15385738015174866,0.0006083791959099472,0.15385738015174866,6999.0,1.0,,,,,,,,,
0.0004,2022-12-07 22:48:13.070413,,,,,,,,,,,,,,
,2022-12-07 22:48:14.056917,0.10707753151655197,0.00048050496843643486,0.10707753151655197,7049.0,1.0,,,,,,,,,
0.0004,2022-12-07 22:49:02.452943,,,,,,,,,,,,,,
,2022-12-07 22:49:03.433845,0.19872060418128967,0.0011763180373236537,0.19872060418128967,7099.0,1.0,,,,,,,,,
0.0004,2022-12-07 22:49:51.787341,,,,,,,,,,,,,,
,2022-12-07 22:49:52.768895,0.3300931751728058,0.0018357988446950912,0.3300931751728058,7149.0,1.0,,,,,,,,,
0.0004,2022-12-07 22:50:41.137430,,,,,,,,,,,,,,
,2022-12-07 22:50:42.122361,0.10992090404033661,0.0004375601711217314,0.10992090404033661,7199.0,1.0,,,,,,,,,
0.0004,2022-12-07 22:51:30.534065,,,,,,,,,,,,,,
,2022-12-07 22:51:31.521076,0.267524778842926,0.013140363618731499,0.267524778842926,7249.0,1.0,,,,,,,,,
0.0004,2022-12-07 22:52:19.920170,,,,,,,,,,,,,,
,2022-12-07 22:52:20.903877,0.12364856898784637,0.00041817297460511327,0.12364856898784637,7299.0,1.0,,,,,,,,,
0.0004,2022-12-07 22:53:09.322747,,,,,,,,,,,,,,
,2022-12-07 22:53:10.309814,0.18339039385318756,0.0017236286075785756,0.18339039385318756,7349.0,1.0,,,,,,,,,
0.0004,2022-12-07 22:53:58.732664,,,,,,,,,,,,,,
,2022-12-07 22:53:59.717063,0.17986294627189636,0.0014457943616434932,0.17986294627189636,7399.0,1.0,,,,,,,,,
0.0004,2022-12-07 22:54:48.183150,,,,,,,,,,,,,,
,2022-12-07 22:54:49.169923,0.10346952080726624,0.0004159533418715,0.10346952080726624,7449.0,1.0,,,,,,,,,
0.0004,2022-12-07 22:55:37.557150,,,,,,,,,,,,,,
,2022-12-07 22:55:39.234666,0.13318465650081635,0.0005368225974962115,0.13318465650081635,7499.0,1.0,,,,,,,,,
0.0004,2022-12-07 22:58:50.410755,,,,,,,,,,,,,,
,2022-12-07 22:58:51.398305,0.27657145261764526,0.002249842043966055,0.27657145261764526,7549.0,1.0,,,,,,,,,
0.0004,2022-12-07 22:59:39.774080,,,,,,,,,,,,,,
,2022-12-07 22:59:40.758291,0.29217568039894104,0.0013918065233156085,0.29217568039894104,7599.0,1.0,,,,,,,,,
0.0004,2022-12-07 23:00:29.125762,,,,,,,,,,,,,,
,2022-12-07 23:00:30.108872,0.1350533366203308,0.0007266124011948705,0.1350533366203308,7649.0,1.0,,,,,,,,,
0.0004,2022-12-07 23:01:18.468909,,,,,,,,,,,,,,
,2022-12-07 23:01:19.449442,0.08875378966331482,0.0003071682876907289,0.08875378966331482,7699.0,1.0,,,,,,,,,
0.0004,2022-12-07 23:02:07.809801,,,,,,,,,,,,,,
,2022-12-07 23:02:08.791087,0.4380832612514496,0.0026050074957311153,0.4380832612514496,7749.0,1.0,,,,,,,,,
0.0004,2022-12-07 23:02:57.100914,,,,,,,,,,,,,,
,2022-12-07 23:02:58.086486,0.12541808187961578,0.0004890440031886101,0.12541808187961578,7799.0,1.0,,,,,,,,,
0.0004,2022-12-07 23:03:46.427519,,,,,,,,,,,,,,
,2022-12-07 23:03:47.411501,0.24245765805244446,0.002138545736670494,0.24245765805244446,7849.0,1.0,,,,,,,,,
0.0004,2022-12-07 23:04:35.753250,,,,,,,,,,,,,,
,2022-12-07 23:04:36.738668,0.34419524669647217,0.06007077172398567,0.34419524669647217,7899.0,1.0,,,,,,,,,
0.0004,2022-12-07 23:05:25.100524,,,,,,,,,,,,,,
,2022-12-07 23:05:26.084613,0.13249094784259796,0.0004593964549712837,0.13249094784259796,7949.0,1.0,,,,,,,,,
0.0004,2022-12-07 23:06:14.429247,,,,,,,,,,,,,,
,2022-12-07 23:06:16.133040,0.01614554412662983,7.44631324778311e-05,0.01614554412662983,7999.0,1.0,,,,,,,,,
0.0004,2022-12-07 23:09:27.272111,,,,,,,,,,,,,,
,2022-12-07 23:09:28.264011,0.09922603517770767,0.00035498145734891295,0.09922603517770767,8049.0,1.0,,,,,,,,,
0.0004,2022-12-07 23:10:16.732985,,,,,,,,,,,,,,
,2022-12-07 23:10:17.718886,0.4120430648326874,0.0032636020332574844,0.4120430648326874,8099.0,1.0,,,,,,,,,
0.0004,2022-12-07 23:11:06.134455,,,,,,,,,,,,,,
,2022-12-07 23:11:07.115336,0.26714393496513367,0.0015675530303269625,0.26714393496513367,8149.0,1.0,,,,,,,,,
0.0004,2022-12-07 23:11:55.484142,,,,,,,,,,,,,,
,2022-12-07 23:11:56.462886,0.18945275247097015,0.0008546808967366815,0.18945275247097015,8199.0,1.0,,,,,,,,,
0.0004,2022-12-07 23:12:44.846620,,,,,,,,,,,,,,
,2022-12-07 23:12:45.829500,0.02892986685037613,0.00011660443851724267,0.02892986685037613,8249.0,1.0,,,,,,,,,
0.0004,2022-12-07 23:13:34.171675,,,,,,,,,,,,,,
,2022-12-07 23:13:35.156660,0.1520388424396515,0.0005467523005791008,0.1520388424396515,8299.0,1.0,,,,,,,,,
0.0004,2022-12-07 23:14:23.495378,,,,,,,,,,,,,,
,2022-12-07 23:14:24.477527,0.15663032233715057,0.0005261501646600664,0.15663032233715057,8349.0,1.0,,,,,,,,,
0.0004,2022-12-07 23:15:12.782647,,,,,,,,,,,,,,
,2022-12-07 23:15:13.766063,0.01700620725750923,7.973317406140268e-05,0.01700620725750923,8399.0,1.0,,,,,,,,,
0.0004,2022-12-07 23:16:02.111582,,,,,,,,,,,,,,
,2022-12-07 23:16:03.097447,0.1486985832452774,0.000939729914534837,0.1486985832452774,8449.0,1.0,,,,,,,,,
0.0004,2022-12-07 23:16:51.405183,,,,,,,,,,,,,,
,2022-12-07 23:16:53.078733,0.2721889913082123,0.0014953964855521917,0.2721889913082123,8499.0,1.0,,,,,,,,,
0.0004,2022-12-07 23:20:04.136150,,,,,,,,,,,,,,
,2022-12-07 23:20:05.120056,0.05092822387814522,0.00018593290587887168,0.05092822387814522,8549.0,1.0,,,,,,,,,
0.0004,2022-12-07 23:20:53.536842,,,,,,,,,,,,,,
,2022-12-07 23:20:54.521450,0.3625582754611969,0.003472057869657874,0.3625582754611969,8599.0,1.0,,,,,,,,,
0.0004,2022-12-07 23:21:42.925035,,,,,,,,,,,,,,
,2022-12-07 23:21:43.913595,0.0886542871594429,0.00030437399982474744,0.0886542871594429,8649.0,1.0,,,,,,,,,
0.0004,2022-12-07 23:22:32.308279,,,,,,,,,,,,,,
,2022-12-07 23:22:33.291556,0.33596372604370117,0.0028509614057838917,0.33596372604370117,8699.0,1.0,,,,,,,,,
0.0004,2022-12-07 23:23:21.688342,,,,,,,,,,,,,,
,2022-12-07 23:23:22.677383,0.11373753845691681,0.00039317156188189983,0.11373753845691681,8749.0,1.0,,,,,,,,,
0.0004,2022-12-07 23:24:11.041939,,,,,,,,,,,,,,
,2022-12-07 23:24:12.028520,0.18466953933238983,0.0006562519702129066,0.18466953933238983,8799.0,1.0,,,,,,,,,
0.0004,2022-12-07 23:25:00.381777,,,,,,,,,,,,,,
,2022-12-07 23:25:01.369231,0.23415619134902954,0.0016484596999362111,0.23415619134902954,8849.0,1.0,,,,,,,,,
0.0004,2022-12-07 23:25:49.753259,,,,,,,,,,,,,,
,2022-12-07 23:25:50.736055,0.18917778134346008,0.0012689779978245497,0.18917778134346008,8899.0,1.0,,,,,,,,,
0.0004,2022-12-07 23:26:39.118186,,,,,,,,,,,,,,
,2022-12-07 23:26:40.104616,0.21559485793113708,0.0010128261055797338,0.21559485793113708,8949.0,1.0,,,,,,,,,
0.0004,2022-12-07 23:27:28.464698,,,,,,,,,,,,,,
,2022-12-07 23:27:30.134245,0.13870270550251007,0.0006755792419426143,0.13870270550251007,8999.0,1.0,,,,,,,,,
0.0004,2022-12-07 23:30:41.186439,,,,,,,,,,,,,,
,2022-12-07 23:30:42.173379,0.12337449938058853,0.0004197736270725727,0.12337449938058853,9049.0,1.0,,,,,,,,,
0.0004,2022-12-07 23:31:30.502680,,,,,,,,,,,,,,
,2022-12-07 23:31:31.489057,0.3703346848487854,0.01165413111448288,0.3703346848487854,9099.0,1.0,,,,,,,,,
0.0004,2022-12-07 23:32:19.832481,,,,,,,,,,,,,,
,2022-12-07 23:32:20.810533,0.17422662675380707,0.0005947338067926466,0.17422662675380707,9149.0,1.0,,,,,,,,,
0.0004,2022-12-07 23:33:09.115611,,,,,,,,,,,,,,
,2022-12-07 23:33:10.096748,0.06425852328538895,0.000231767407967709,0.06425852328538895,9199.0,1.0,,,,,,,,,
0.0004,2022-12-07 23:33:58.484343,,,,,,,,,,,,,,
,2022-12-07 23:33:59.463222,0.22544294595718384,0.0021913384553045034,0.22544294595718384,9249.0,1.0,,,,,,,,,
0.0004,2022-12-07 23:34:47.824836,,,,,,,,,,,,,,
,2022-12-07 23:34:48.808447,0.08142536133527756,0.0002877370861824602,0.08142536133527756,9299.0,1.0,,,,,,,,,
0.0004,2022-12-07 23:35:37.128890,,,,,,,,,,,,,,
,2022-12-07 23:35:38.107989,0.09691620618104935,0.00038712110836058855,0.09691620618104935,9349.0,1.0,,,,,,,,,
0.0004,2022-12-07 23:36:26.430712,,,,,,,,,,,,,,
,2022-12-07 23:36:27.414337,0.23358918726444244,0.005146715324372053,0.23358918726444244,9399.0,1.0,,,,,,,,,
0.0004,2022-12-07 23:37:15.767015,,,,,,,,,,,,,,
,2022-12-07 23:37:16.757496,0.12267549335956573,0.0004118011856917292,0.12267549335956573,9449.0,1.0,,,,,,,,,
0.0004,2022-12-07 23:38:05.076703,,,,,,,,,,,,,,
,2022-12-07 23:38:06.743141,0.18247652053833008,0.0007571373716928065,0.18247652053833008,9499.0,1.0,,,,,,,,,
0.0004,2022-12-07 23:41:17.787626,,,,,,,,,,,,,,
,2022-12-07 23:41:18.776661,0.1464112550020218,0.0010772919049486518,0.1464112550020218,9549.0,1.0,,,,,,,,,
0.0004,2022-12-07 23:42:07.144632,,,,,,,,,,,,,,
,2022-12-07 23:42:08.125602,0.21322031319141388,0.002114466857165098,0.21322031319141388,9599.0,1.0,,,,,,,,,
0.0004,2022-12-07 23:42:56.405024,,,,,,,,,,,,,,
,2022-12-07 23:42:57.389827,0.03854694962501526,0.00015136129513848573,0.03854694962501526,9649.0,1.0,,,,,,,,,
0.0004,2022-12-07 23:43:45.791027,,,,,,,,,,,,,,
,2022-12-07 23:43:46.774507,0.24557293951511383,0.0012342422269284725,0.24557293951511383,9699.0,1.0,,,,,,,,,
0.0004,2022-12-07 23:44:35.202192,,,,,,,,,,,,,,
,2022-12-07 23:44:36.190288,0.10183044523000717,0.00034945120569318533,0.10183044523000717,9749.0,1.0,,,,,,,,,
0.0004,2022-12-07 23:45:24.551841,,,,,,,,,,,,,,
,2022-12-07 23:45:25.539393,0.2847638428211212,0.0015456799883395433,0.2847638428211212,9799.0,1.0,,,,,,,,,
0.0004,2022-12-07 23:46:13.852880,,,,,,,,,,,,,,
,2022-12-07 23:46:14.835468,0.3766036629676819,0.0056064859963953495,0.3766036629676819,9849.0,1.0,,,,,,,,,
0.0004,2022-12-07 23:47:03.181511,,,,,,,,,,,,,,
,2022-12-07 23:47:04.168658,0.1185542494058609,0.0004304712638258934,0.1185542494058609,9899.0,1.0,,,,,,,,,
0.0004,2022-12-07 23:47:52.491935,,,,,,,,,,,,,,
,2022-12-07 23:47:53.473988,0.20064042508602142,0.0016251294873654842,0.20064042508602142,9949.0,1.0,,,,,,,,,
0.0004,2022-12-07 23:48:41.842183,,,,,,,,,,,,,,
,2022-12-07 23:48:43.511541,0.31266969442367554,0.002127904212102294,0.31266969442367554,9999.0,1.0,,,,,,,,,
,2022-12-07 23:48:43.526561,,,,,1.0,,,,,,,0.18354669213294983,0.0031531129498034716,0.18354669213294983
